Date,Open,High,Low,Close,Adj Close,Volume,Sentiment Score
2016-09-28,207.509995,208.25,205.259995,206.270004,206.270004,2088400,0.187175
2016-09-29,205.600006,207.330002,200.580002,200.699997,200.699997,2727000,0.19306875
2016-09-30,202.210007,204.979996,199.550003,204.029999,204.029999,2586300,0.1989625
2016-10-03,212.300003,215.669998,208.25,213.699997,213.699997,5999900,0.20485625
2016-10-04,213.100006,213.320007,208.820007,211.410004,211.410004,3541500,0.21075
2016-10-05,212.240005,213.149994,208.119995,208.460007,208.460007,1877500,0.3326
2016-10-06,202.460007,204.210007,200.210007,201.0,201.0,4703400,0.24914999999999998
2016-10-07,201.0,201.320007,195.800003,196.610001,196.610001,3493000,0.0
2016-10-10,201.350006,204.139999,199.660004,200.949997,200.949997,3316300,0.010900000000000016
2016-10-11,201.850006,202.199997,198.309998,200.100006,200.100006,2328400,-0.15163333333333331
2016-10-12,200.949997,203.880005,200.419998,201.509995,201.509995,1970700,-0.31416666666666665
2016-10-13,200.5,200.899994,197.050003,200.240005,200.240005,2494600,-0.47669999999999996
2016-10-14,200.660004,201.429993,196.300003,196.509995,196.509995,4269900,-0.31779999999999997
2016-10-17,197.050003,198.389999,192.0,193.960007,193.960007,4554100,-0.15889999999999999
2016-10-18,195.990005,199.470001,193.259995,199.100006,199.100006,5680500,0.0
2016-10-19,199.740005,206.660004,198.059998,203.559998,203.559998,6991200,-0.08038
2016-10-20,202.119995,203.0,197.050003,199.100006,199.100006,5072900,0.16385999999999998
2016-10-21,198.600006,201.570007,197.410004,200.089996,200.089996,2943400,0.45343
2016-10-24,201.0,203.949997,200.25,202.759995,202.759995,2751600,0.743
2016-10-25,202.899994,204.690002,201.199997,202.339996,202.339996,2445000,0.566075
2016-10-26,201.0,203.190002,200.100006,202.240005,202.240005,5632800,0.38915000000000005
2016-10-27,211.339996,213.699997,201.649994,204.009995,204.009995,13093700,0.07955
2016-10-28,204.0,205.320007,199.830002,199.970001,199.970001,4280100,0.1601375
2016-10-31,202.490005,202.490005,195.809998,197.729996,197.729996,4692300,0.24072499999999997
2016-11-01,198.039993,198.5,188.110001,190.789993,190.789993,7060000,0.3213125
2016-11-02,190.050003,192.699997,187.509995,188.020004,188.020004,4253400,0.4019
2016-11-03,189.0,191.470001,187.039993,187.419998,187.419998,2653000,0.33780000000000004
2016-11-04,189.0,193.460007,185.960007,190.559998,190.559998,5146000,0.20341599999999999
2016-11-07,193.589996,194.289993,190.050003,193.210007,193.210007,3870100,0.8266
2016-11-08,193.789993,197.490005,191.259995,194.940002,194.940002,3267600,0.8004333333333333
2016-11-09,186.880005,192.0,183.949997,190.059998,190.059998,8173100,0.7742666666666667
2016-11-10,191.050003,191.610001,180.419998,185.350006,185.350006,6750300,0.7481
2016-11-11,184.240005,188.880005,183.0,188.559998,188.559998,3988500,0.7219333333333333
2016-11-14,188.0,188.25,178.190002,181.449997,181.449997,6552200,0.6957666666666666
2016-11-15,182.779999,186.429993,182.050003,183.770004,183.770004,3902000,0.6696
2016-11-16,182.649994,184.729996,181.210007,183.929993,183.929993,3434400,0.49992000000000003
2016-11-17,183.490005,189.490005,182.110001,188.660004,188.660004,4887100,0.3544
2016-11-18,190.649994,193.0,185.0,185.020004,185.020004,5210300,0.0
2016-11-21,185.039993,188.889999,184.410004,184.520004,184.520004,4361000,0.09768
2016-11-22,185.839996,191.470001,183.710007,191.169998,191.169998,5603400,0.19536
2016-11-23,190.610001,195.639999,189.0,193.139999,193.139999,4891900,0.20095
2016-11-25,193.639999,197.240005,193.639999,196.649994,196.649994,2366100,0.16076
2016-11-28,195.479996,199.350006,194.550003,196.119995,196.119995,4529200,0.12057
2016-11-29,195.559998,196.729996,189.5,189.570007,189.570007,4439300,0.08038000000000001
2016-11-30,191.0,191.889999,187.5,189.399994,189.399994,3547100,0.040190000000000003
2016-12-01,188.25,188.529999,181.0,181.880005,181.880005,5126400,0.0
2016-12-02,182.880005,184.880005,180.0,181.470001,181.470001,4042300,0.18747499999999997
2016-12-05,182.509995,188.889999,182.509995,186.800003,186.800003,4072200,0.37494999999999995
2016-12-06,185.520004,186.580002,182.679993,185.850006,185.850006,3391600,0.562425
2016-12-07,186.149994,193.399994,185.0,193.149994,193.149994,5461900,0.7498999999999999
2016-12-08,192.050003,192.5,189.539993,192.289993,192.289993,3194100,0.2732
2016-12-09,190.869995,193.839996,190.809998,192.179993,192.179993,2722500,0.0
2016-12-12,192.800003,194.419998,191.179993,192.429993,192.429993,2438900,0.0
2016-12-13,193.179993,201.279999,193.0,198.149994,198.149994,6823900,0.0
2016-12-14,198.740005,203.0,196.759995,198.690002,198.690002,4150900,0.0
2016-12-15,198.410004,200.740005,197.389999,197.580002,197.580002,3219600,0.0
2016-12-16,198.080002,202.589996,197.600006,202.490005,202.490005,3796900,0.0
2016-12-19,202.490005,204.449997,199.839996,202.729996,202.729996,3488100,0.0
2016-12-20,203.050003,209.0,202.5,208.789993,208.789993,4689100,0.0
2016-12-21,208.449997,212.229996,207.410004,207.699997,207.699997,5207600,0.0
2016-12-22,208.220001,209.990005,206.5,208.449997,208.449997,3111100,0.5606
2016-12-23,208.0,213.449997,207.710007,213.339996,213.339996,4670500,0.36797777777777774
2016-12-27,214.880005,222.25,214.419998,219.529999,219.529999,5915700,0.2759833333333333
2016-12-28,221.529999,223.800003,217.199997,219.740005,219.740005,3782500,0.18398888888888887
2016-12-29,218.559998,219.199997,214.119995,214.679993,214.679993,4045000,0.09199444444444443
2016-12-30,216.300003,217.5,211.679993,213.690002,213.690002,4642600,0.0
2017-01-03,214.860001,220.330002,210.960007,216.990005,216.990005,5923300,-0.11333333333333334
2017-01-04,214.75,228.0,214.309998,226.990005,226.990005,11213500,-0.22666666666666668
2017-01-05,226.419998,227.479996,221.949997,226.75,226.75,5911700,-0.34
2017-01-06,226.929993,230.309998,225.449997,229.009995,229.009995,5527900,0.0
2017-01-09,228.970001,231.919998,228.0,231.279999,231.279999,3979500,0.0
2017-01-10,232.0,232.0,226.889999,229.869995,229.869995,3660000,0.0
2017-01-11,229.070007,229.979996,226.679993,229.729996,229.729996,3650800,0.05840000000000001
2017-01-12,229.059998,230.699997,225.580002,229.589996,229.589996,3790200,0.36388750000000003
2017-01-13,230.0,237.850006,229.589996,237.75,237.75,6093000,0.2425916666666667
2017-01-17,236.699997,239.960007,234.369995,235.580002,235.580002,4617500,0.12129583333333335
2017-01-18,236.649994,239.710007,235.580002,238.360001,238.360001,3769000,0.0
2017-01-19,247.25,248.679993,240.75,243.759995,243.759995,7732300,0.2381
2017-01-20,245.460007,246.0,243.009995,244.729996,244.729996,4204300,0.48660000000000003
2017-01-23,245.850006,250.889999,245.5,248.919998,248.919998,6262900,0.7351
2017-01-24,250.0,254.800003,249.649994,254.610001,254.610001,4965500,0.5419333333333333
2017-01-25,257.309998,258.459991,251.800003,254.470001,254.470001,5142600,0.1299142857142857
2017-01-26,254.289993,255.740005,250.75,252.509995,252.509995,3152100,0.3780071428571429
2017-01-27,251.380005,253.0,248.520004,252.949997,252.949997,3166300,0.6261
2017-01-30,252.529999,255.289993,247.100006,250.630005,250.630005,3801100,0.5092166666666667
2017-01-31,249.240005,255.889999,247.699997,251.929993,251.929993,4116100,-0.4019
2017-02-01,253.050003,253.199997,249.050003,249.240005,249.240005,3958800,0.0
2017-02-02,248.339996,252.419998,247.710007,251.550003,251.550003,2499800,0.4019
2017-02-03,251.910004,252.179993,249.679993,251.330002,251.330002,2186700,0.0
2017-02-06,251.0,257.820007,250.630005,257.769989,257.769989,3562500,0.08488888888888889
2017-02-07,258.190002,260.0,256.420013,257.480011,257.480011,4244800,0.16977777777777778
2017-02-08,257.350006,263.359985,256.200012,262.079987,262.079987,3933000,0.0
2017-02-09,266.25,271.179993,266.149994,269.200012,269.200012,7820200,0.0
2017-02-10,269.790009,270.950012,266.109985,269.230011,269.230011,3619700,0.10606666666666666
2017-02-13,270.73999,280.790009,270.51001,280.600006,280.600006,7029600,0.1891611111111111
2017-02-14,279.029999,287.390015,278.609985,280.980011,280.980011,7345200,0.2722555555555556
2017-02-15,280.0,282.23999,276.440002,279.76001,279.76001,4947900,0.35535
2017-02-16,277.600006,280.0,268.5,268.950012,268.950012,7077300,0.29873333333333335
2017-02-17,265.799988,272.890015,264.149994,272.230011,272.230011,6257100,0.02943333333333333
2017-02-21,275.450012,281.399994,274.01001,277.390015,277.390015,5676700,0.21025555555555556
2017-02-22,280.309998,283.450012,272.600006,273.51001,273.51001,8755000,0.39107777777777775
2017-02-23,264.0,264.660004,255.559998,255.990005,255.990005,14915200,0.5719
2017-02-24,252.660004,258.25,250.199997,257.0,257.0,8171600,0.43308
2017-02-27,248.169998,248.360001,242.009995,246.229996,246.229996,11460800,0.148
2017-02-28,244.190002,251.0,243.899994,249.990005,249.990005,6078100,-0.08989999999999998
2017-03-01,254.179993,254.850006,249.110001,250.020004,250.020004,4809500,0.41580000000000006
2017-03-02,249.710007,253.279999,248.270004,250.479996,250.479996,3351800,0.9215
2017-03-03,250.740005,251.899994,249.0,251.570007,251.570007,2919400,0.5223249999999999
2017-03-06,247.910004,251.699997,247.509995,251.210007,251.210007,3355500,0.12315
2017-03-07,251.919998,253.889999,248.320007,248.589996,248.589996,3459500,0.1484625
2017-03-08,247.0,250.070007,245.320007,246.869995,246.869995,3725200,0.173775
2017-03-09,247.630005,248.660004,243.0,244.899994,244.899994,3879300,0.19908750000000003
2017-03-10,246.210007,246.5,243.0,243.690002,243.690002,3066300,0.22440000000000002
2017-03-13,244.820007,246.850006,242.779999,246.169998,246.169998,3022600,0.296
2017-03-14,246.110001,258.119995,246.020004,258.0,258.0,7598400,0.12166666666666666
2017-03-15,257.0,261.0,254.270004,255.729996,255.729996,5330800,0.4242833333333333
2017-03-16,262.399994,265.75,259.059998,262.049988,262.049988,7132200,0.7269
2017-03-17,264.0,265.329987,261.200012,261.5,261.5,6497500,0.5205083333333334
2017-03-20,260.600006,264.549988,258.820007,261.920013,261.920013,3614300,0.31411666666666666
2017-03-21,262.829987,264.799988,250.240005,250.679993,250.679993,6908600,0.10772499999999996
2017-03-22,251.559998,255.070007,250.509995,255.009995,255.009995,4059300,-0.09866666666666667
2017-03-23,255.389999,257.670013,253.300003,254.779999,254.779999,3320200,0.3612
2017-03-24,255.699997,263.890015,255.009995,263.160004,263.160004,5647300,0.15903673469387755
2017-03-27,260.600006,270.570007,259.75,270.220001,270.220001,6230800,0.014055867346938783
2017-03-28,277.019989,280.679993,275.0,277.450012,277.450012,7987600,-0.13092499999999999
2017-03-29,278.339996,279.600006,275.540009,277.380005,277.380005,3676200,0.0
2017-03-30,278.040009,282.0,277.209991,277.920013,277.920013,4148400,0.5697
2017-03-31,278.730011,279.679993,276.320007,278.299988,278.299988,3294600,0.34474
2017-04-03,286.899994,299.0,284.579987,298.519989,298.519989,13888600,0.0
2017-04-04,296.890015,304.809998,294.529999,303.700012,303.700012,10134600,0.0
2017-04-05,302.040009,304.880005,294.200012,295.0,295.0,7880900,0.0
2017-04-06,296.880005,301.940002,294.100006,298.700012,298.700012,5520600,0.10809999999999999
2017-04-07,297.5,302.690002,297.149994,302.540009,302.540009,4579600,0.21619999999999998
2017-04-10,309.149994,313.730011,308.709991,312.390015,312.390015,7664500,0.25111666666666665
2017-04-11,313.380005,313.470001,305.5,308.709991,308.709991,5724600,0.28603333333333336
2017-04-12,306.339996,308.450012,296.320007,296.839996,296.839996,6050700,0.32095
2017-04-13,296.700012,307.390015,295.299988,304.0,304.0,9284600,0.119175
2017-04-17,302.700012,304.0,298.679993,301.440002,301.440002,4138700,0.3141
2017-04-18,299.700012,300.839996,297.899994,300.25,300.25,3035700,0.1779
2017-04-19,302.459991,306.619995,302.109985,305.519989,305.519989,3898000,0.24723333333333333
2017-04-20,306.51001,309.149994,300.230011,302.51001,302.51001,6149400,0.31656666666666666
2017-04-21,302.0,306.399994,300.420013,305.600006,305.600006,4509800,0.3859
2017-04-24,309.220001,310.549988,306.019989,308.029999,308.029999,5083500,0.4552333333333333
2017-04-25,308.0,313.980011,305.859985,313.790009,313.790009,6737700,0.22805555555555554
2017-04-26,312.369995,314.5,309.0,310.170013,310.170013,4695000,0.0008777777777777551
2017-04-27,311.690002,313.089996,307.5,308.630005,308.630005,3468600,-0.2263
2017-04-28,309.829987,314.799988,308.0,314.070007,314.070007,4505500,-0.243525
2017-05-01,314.880005,327.25,314.809998,322.829987,322.829987,8829600,0.004899999999999997
2017-05-02,324.0,327.660004,316.559998,318.890015,318.890015,5382800,0.2803333333333334
2017-05-03,317.670013,321.529999,310.450012,311.019989,311.019989,7133400,0.5557666666666667
2017-05-04,307.440002,307.769989,290.76001,295.459991,295.459991,14152000,0.8312
2017-05-05,298.0,308.549988,296.799988,308.350006,308.350006,8177300,0.07390000000000001
2017-05-08,310.899994,313.790009,305.820007,307.190002,307.190002,7006500,-0.002800000000000011
2017-05-09,309.380005,321.98999,309.100006,321.26001,321.26001,9676500,-0.07950000000000002
2017-05-10,321.559998,325.5,318.119995,325.220001,325.220001,5741600,0.23487999999999998
2017-05-11,323.399994,326.0,319.600006,323.100006,323.100006,4753800,0.21467499999999998
2017-05-12,325.480011,327.0,321.529999,324.809998,324.809998,4121600,-0.164275
2017-05-15,318.380005,320.200012,312.529999,315.880005,315.880005,7622000,-0.0821375
2017-05-16,317.589996,320.059998,315.140015,317.01001,317.01001,4152500,0.0
2017-05-17,314.390015,314.630005,305.5,306.109985,306.109985,6711900,-0.029459999999999997
2017-05-18,307.0,313.940002,305.309998,313.059998,313.059998,5653800,0.14360333333333333
2017-05-19,315.5,316.5,310.200012,310.829987,310.829987,4687600,0.31666666666666665
2017-05-22,312.799988,314.369995,306.799988,310.350006,310.350006,4329200,0.25674583333333334
2017-05-23,310.459991,310.730011,303.480011,303.859985,303.859985,4318400,0.32313333333333333
2017-05-24,306.51001,311.0,305.399994,310.220001,310.220001,5033300,0.32720000000000005
2017-05-25,311.019989,316.970001,307.809998,316.829987,316.829987,5014000,0.25543333333333335
2017-05-26,317.279999,325.48999,316.309998,325.140015,325.140015,7802200,0.2473
2017-05-30,326.0,336.279999,325.76001,335.100006,335.100006,7782900,0.22454166666666667
2017-05-31,337.690002,342.890015,335.160004,341.01001,341.01001,9963400,0.20178333333333334
2017-06-01,344.0,344.880005,337.290009,340.369995,340.369995,7608000,0.1133
2017-06-02,339.769989,342.880005,335.929993,339.850006,339.850006,5590200,0.4404
2017-06-05,338.5,348.440002,334.209991,347.320007,347.320007,6784400,0.09496000000000002
2017-06-06,344.700012,359.48999,339.970001,352.850006,352.850006,11086800,0.06802499999999999
2017-06-07,356.339996,360.5,355.140015,359.649994,359.649994,9398000,0.1875888888888889
2017-06-08,363.75,371.899994,360.220001,370.0,370.0,9061500,0.1774705882352941
2017-06-09,374.420013,376.869995,354.799988,357.320007,357.320007,17261400,-0.037966666666666656
2017-06-12,357.98999,364.5,350.619995,359.01001,359.01001,10517700,0.2244666666666667
2017-06-13,367.619995,376.0,366.609985,375.950012,375.950012,11807900,0.4869
2017-06-14,381.089996,384.25,376.309998,380.660004,380.660004,12818400,0.4767
2017-06-15,372.5,375.459991,366.48999,375.339996,375.339996,10426500,0.36624
2017-06-16,377.980011,378.01001,370.100006,371.399994,371.399994,6731000,0.25578
2017-06-19,375.0,376.700012,367.799988,369.799988,369.799988,6549300,-0.296
2017-06-20,376.670013,378.880005,369.730011,372.23999,372.23999,7438700,0.14212
2017-06-21,374.350006,376.98999,368.019989,376.399994,376.399994,4923200,-0.15786666666666666
2017-06-22,377.98999,385.0,373.570007,382.609985,382.609985,7529800,0.0731
2017-06-23,382.450012,386.98999,379.350006,383.450012,383.450012,6445800,0.1282142857142857
2017-06-26,386.690002,386.950012,373.100006,377.48999,377.48999,6604100,0.04860000000000003
2017-06-27,376.399994,376.399994,362.019989,362.369995,362.369995,6996400,-0.026383333333333314
2017-06-28,366.679993,371.73999,362.519989,371.23999,371.23999,6302500,-0.10136666666666667
2017-06-29,370.609985,371.0,354.100006,360.75,360.75,8221000,0.07639285714285715
2017-06-30,363.709991,366.769989,359.619995,361.609985,361.609985,5848500,0.082375
2017-07-03,370.23999,371.350006,351.5,352.619995,352.619995,6305400,0.303525
2017-07-05,347.200012,347.23999,326.329987,327.089996,327.089996,17046700,0.8658
2017-07-06,317.26001,320.790009,306.299988,308.829987,308.829987,19324500,0.6289
2017-07-07,313.5,317.0,307.380005,313.220001,313.220001,14176900,0.0
2017-07-10,312.899994,317.940002,303.130005,316.049988,316.049988,13820900,0.1560230769230769
2017-07-11,316.0,327.279999,314.299988,327.220001,327.220001,11559400,0.3120461538461538
2017-07-12,330.399994,333.100006,324.5,329.519989,329.519989,10346100,0.2716
2017-07-13,330.109985,331.600006,319.970001,323.410004,323.410004,8594500,0.2686
2017-07-14,323.190002,328.420013,321.220001,327.779999,327.779999,5625200,0.2822692307692308
2017-07-17,325.540009,327.100006,313.450012,319.570007,319.570007,9876900,-0.04165000000000002
2017-07-18,317.5,329.130005,315.660004,328.23999,328.23999,6373700,0.061924999999999994
2017-07-19,328.230011,331.649994,323.220001,325.26001,325.26001,6357000,0.1655
2017-07-20,326.899994,330.220001,324.200012,329.920013,329.920013,5166200,0.453975
